period,expense_head,amount,cost_center,basis,source_description,remarks
2026-05-01,Depreciation,427.17,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 114"
2026-06-01,Depreciation,427.17,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 114"
2026-07-01,Depreciation,427.17,TWR-39,Building,TWR-39,"Expense workbook V3, Building sheet row 114"
2025-10-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2025-11-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2025-12-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-01-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-02-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-03-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-04-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-05-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-06-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2026-07-01,Depreciation,427.17,TWR-45,Building,TWR-45,"Expense workbook V3, Building sheet row 115"
2025-10-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2025-11-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2025-12-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-01-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-02-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-03-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-04-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-05-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-06-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2026-07-01,Depreciation,427.17,TWR-58,Building,TWR-58,"Expense workbook V3, Building sheet row 116"
2025-10-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2025-11-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2025-12-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-01-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-02-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-03-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-04-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-05-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-06-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2026-07-01,Depreciation,1201.41,UG-169,Building,UMM GHUWAILINA-169/180,"Expense workbook V3, Building sheet row 117"
2025-10-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2025-11-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2025-12-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-01-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-02-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-03-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-04-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-05-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-06-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2026-07-01,Depreciation,2132.50,UG-20,Building,UMM GUWAILINA-20,"Expense workbook V3, Building sheet row 118"
2025-10-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2025-11-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2025-12-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-01-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-02-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-03-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-04-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-05-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-06-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2026-07-01,Electricity Buildings,395.66,AK-12,Building,AIN KHALID-12,"Expense workbook V3, Building sheet row 120"
2025-10-01,Electricity Buildings,1761.05,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121; carries QAR -0.10 so the head ties to the books (the sheet's percentages do not add exactly)"
2025-11-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2025-12-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-01-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-02-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-03-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-04-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-05-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-06-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2026-07-01,Electricity Buildings,1761.15,DAJ-21,Building,DOHA AL JADEEDA-21,"Expense workbook V3, Building sheet row 121"
2025-10-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2025-11-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2025-12-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-01-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-02-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-03-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-04-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-05-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-06-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2026-07-01,Electricity Buildings,738.24,MR-130,Building,MANSOURA - 130,"Expense workbook V3, Building sheet row 122"
2025-10-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2025-11-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2025-12-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-01-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-02-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-03-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-04-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-05-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-06-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2026-07-01,Electricity Buildings,325.69,MQ-56,Building,MATHAR QADEEM -56,"Expense workbook V3, Building sheet row 123"
2025-10-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2025-11-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2025-12-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-01-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-02-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-03-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-04-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-05-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-06-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2026-07-01,Electricity Buildings,434.26,MT-21,Building,MUAITHER-21,"Expense workbook V3, Building sheet row 124"
2025-10-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2025-11-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2025-12-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-01-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-02-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-03-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-04-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-05-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-06-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2026-07-01,Electricity Buildings,1129.07,OG-48,Building,OLD AL GHANIM-48,"Expense workbook V3, Building sheet row 125"
2025-10-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2025-11-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2025-12-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-01-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-02-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-03-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-04-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-05-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-06-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2026-07-01,Electricity Buildings,376.36,TV-20,Building,THUMAMA-20,"Expense workbook V3, Building sheet row 126"
2025-10-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2025-11-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2025-12-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-01-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-02-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-03-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-04-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-05-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-06-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2026-07-01,Electricity Buildings,301.57,TV-27,Building,THUMAMA-27,"Expense workbook V3, Building sheet row 127"
2025-10-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2025-11-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2025-12-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-01-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-02-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-03-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-04-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-05-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-06-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2026-07-01,Electricity Buildings,303.98,TV-66,Building,THUMAMA-66,"Expense workbook V3, Building sheet row 128"
2025-10-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2025-11-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2025-12-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-01-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-02-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-03-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-04-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-05-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-06-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2026-07-01,Electricity Buildings,337.76,TV-68,Building,THUMAMA-68,"Expense workbook V3, Building sheet row 129"
2025-10-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2025-11-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2025-12-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-01-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-02-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-03-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-04-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-05-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-06-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2026-07-01,Electricity Buildings,154.40,TWR-12,Building,TWR-12,"Expense workbook V3, Building sheet row 130"
2025-10-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2025-11-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2025-12-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-01-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-02-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-03-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-04-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-05-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-06-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
2026-07-01,Electricity Buildings,154.40,TWR-16,Building,TWR-16,"Expense workbook V3, Building sheet row 131"
